fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,Symbol
2019-03-31,USD,343895000,148487000,None,-27368000,25248000,243932000,237610000,None,None,292302000,197268000,-452205000,-727707000,None,0,0,344760000,344760000,0,533543000,1284127000,0,533678000,None,88958000,None,280470000,WELL
2018-12-31,USD,372796000,191202000,None,-32712000,-17052000,242834000,369826000,None,None,124696000,-253178000,-81191000,-165000000,None,0,0,340537000,328861000,None,547164000,-881000,0,548311000,None,1241243000,None,1241243000,WELL
2018-09-30,USD,372724000,103296000,None,56756000,-4443000,243149000,2594938000,None,None,84226000,-2263544000,1899849000,772000000,None,0,0,335858000,324182000,11676000,232223000,2280824000,0,233451000,None,90301000,None,76060000,WELL
2018-06-30,USD,469780000,104910000,None,57425000,21257000,236275000,189987000,None,None,167273000,-290826000,-164941000,-325000000,None,0,0,335048000,323372000,11676000,2974000,569354000,0,3029000,None,172440000,None,166108000,WELL
2018-03-31,USD,368644000,104246000,None,-10707000,-5591000,228201000,405609000,None,None,453555000,421077000,-835349000,146000000,None,0,0,335402000,323726000,11676000,7214000,20326000,0,7214000,None,-45184000,None,449347000,WELL
2017-12-31,USD,271713000,180173000,None,-144904000,-109961000,238458000,229570000,None,None,-89743000,-245837000,-14420000,299000000,None,0,0,333366000,321690000,None,90995000,51313000,0,93347000,None,-114786000,2536000,841649000,WELL
2017-09-30,USD,318355000,103958000,None,101708000,82668000,230138000,338575000,None,None,89299000,-356222000,-167130000,35000000,None,0,0,333010000,321335000,None,106541000,36160000,0,106843000,None,-206037000,12667000,85719000,WELL
2017-06-30,USD,458583000,101757000,None,50527000,-9264000,224848000,134763000,None,None,203441000,-163534000,-239351000,-137000000,None,0,0,330561000,318881000,None,304800000,149263000,0,306830000,None,206989000,8806000,200109000,WELL
2017-03-31,USD,385526000,112787000,None,19478000,13071000,228276000,102356000,None,None,337610000,920174000,-1492626000,-123000000,None,287500000,287500000,329794000,315415000,None,119651000,12536000,0,-159591000,None,-184083000,2843000,336787000,WELL
2016-12-31,USD,358896000,182065000,None,-67868000,-17520000,227916000,697464000,None,None,351109000,1107693000,-1339184000,-705000000,None,0,0,328489000,312138000,None,14127000,266474000,0,13833000,None,116821000,-10584000,1078321000,WELL
2021-09-30,USD,190100000,2900000,None,None,None,30000000,65300000,None,None,175600000,-65300000,-5800000,None,0,0,None,12600000,12600000,None,None,0,None,7100000,None,172800000,-7200000,175600000,WST
2021-06-30,USD,144400000,3100000,None,None,None,28800000,56900000,None,None,187300000,-55900000,300000,None,0,0,None,12600000,12600000,None,None,0,None,14100000,None,184400000,-5900000,187300000,WST
2021-03-31,USD,88700000,3600000,None,None,None,29100000,54700000,None,None,151200000,-54500000,-156400000,0,137100000,137100000,None,12600000,12600000,None,None,0,None,-129500000,None,-122200000,None,151200000,WST
2020-12-31,USD,148700000,11300000,None,None,None,28500000,2500000,-46600000,-73000000,211100000,-57600000,-8700000,0,0,0,None,12600000,12600000,None,None,0,None,4500000,None,208600000,13700000,98400000,WST
2020-09-30,USD,118600000,3200000,None,None,None,28400000,47500000,None,-73700000,82300000,-49100000,-7200000,0,0,0,None,11900000,11900000,None,None,0,None,5300000,None,79900000,11200000,82300000,WST
2020-06-30,USD,148100000,3200000,None,None,None,200000,1600000,None,-73700000,91200000,-40900000,-900000,0,0,0,None,11800000,11800000,None,None,0,None,11400000,None,88100000,4300000,91200000,WST
2020-03-31,USD,57100000,3300000,None,None,None,26000000,32100000,None,-73700000,74300000,-31900000,-120300000,0,115500000,115500000,None,11800000,11800000,None,None,0,None,-107900000,None,-103800000,-8700000,74300000,WST
2019-12-31,USD,106400000,11900000,None,25100000,None,26300000,37600000,-33300000,-18600000,63900000,-120600000,51000000,0,0,0,None,11800000,11800000,None,None,170500000,None,1000000,None,153200000,6300000,63900000,WST
2019-09-30,USD,108100000,3200000,None,None,None,25300000,31700000,None,-18600000,56300000,-31600000,-400000,0,0,0,None,11100000,11100000,None,None,0,None,10700000,None,69300000,-6800000,56300000,WST
2019-06-30,USD,105100000,3100000,None,None,None,26300000,28300000,None,-18600000,66100000,-47100000,3100000,0,0,0,None,11100000,11100000,None,None,0,None,14300000,None,61200000,100000,66100000,WST
2019-03-31,USD,47600000,200000,None,None,None,25500000,28800000,None,-18600000,55400000,-28700000,-90500000,0,83100000,83100000,None,11100000,11100000,None,None,28000000,None,-78600000,None,-71900000,-300000,55400000,WST
2018-12-31,USD,73200000,8500000,None,None,None,26300000,30000000,-43800000,-7000000,52000000,-28600000,-8200000,0,0,0,None,11100000,11100000,None,None,0,None,3000000,None,40100000,3700000,52000000,WST
2018-09-30,USD,88400000,0,None,None,None,26200000,26500000,None,-7000000,55200000,-26500000,10100000,0,0,0,None,10300000,10300000,None,None,0,None,20400000,None,71800000,-200000,55200000,WST
2018-06-30,USD,82000000,300000,None,None,None,25500000,20200000,None,-7000000,56100000,-17000000,-25700000,0,22900000,22900000,None,10300000,10300000,None,None,0,None,-14700000,None,25700000,-13600000,56100000,WST
2018-03-31,USD,45000000,200000,None,None,None,26400000,28000000,None,None,43600000,-28700000,-56900000,0,47900000,47900000,None,10400000,10400000,None,None,0,None,-42800000,None,-36100000,4500000,43600000,WST
2017-12-31,USD,81500000,8200000,None,None,None,24900000,29500000,-39700000,-3600000,0,-29400000,-86500000,0,47500000,47500000,None,10400000,10400000,None,None,0,None,-42800000,None,-33400000,1000000,0,WST
2017-09-30,USD,75800000,1200000,None,None,None,25000000,34300000,None,None,51000000,-34000000,-3000000,0,0,0,None,9600000,9600000,None,None,0,None,7500000,None,42700000,3900000,51000000,WST
2017-06-30,USD,85300000,600000,None,None,None,23500000,29500000,None,None,38800000,-35500000,2300000,0,0,0,None,9600000,9600000,None,None,0,None,12600000,None,57200000,5100000,38800000,WST
2017-03-31,USD,20700000,1100000,None,None,None,23300000,37500000,None,None,60900000,-34700000,-21800000,0,26900000,26900000,None,9500000,9500000,None,None,0,None,-7800000,None,-33600000,2200000,60900000,WST
2016-12-31,USD,71800000,10000000,None,None,None,22800000,47500000,-23300000,-21200000,39100000,-46700000,-26400000,0,25400000,25400000,None,9600000,9600000,None,None,0,None,-20300000,None,-2900000,-1600000,39100000,WST
2021-09-30,USD,521000000,111000000,None,-97000000,115000000,10000000,245000000,188000000,-73000000,610000000,-312000000,-289000000,None,None,None,None,None,None,None,None,None,None,2000000,None,-80000000,None,610000000,WDC
2021-03-31,USD,116000000,12000000,None,None,None,251000000,244000000,-72000000,108000000,197000000,-126000000,-212000000,None,0,0,None,0,None,None,None,0,None,0,None,117000000,None,197000000,WDC
2020-09-30,USD,363000000,116000000,None,73000000,3000000,10000000,337000000,-282000000,285000000,-60000000,-166000000,-253000000,None,None,None,None,0,None,None,None,None,None,1000000,None,-56000000,None,-60000000,WDC
2020-06-30,USD,172000000,4000000,None,-77000000,380000000,1576000000,215000000,401000000,-21000000,148000000,86000000,-154000000,None,0,None,None,150000000,150000000,None,None,None,None,62000000,None,104000000,None,148000000,WDC
2020-03-31,USD,142000000,12000000,None,-2000000,163000000,10000000,127000000,187000000,-24000000,153000000,32000000,-369000000,None,0,None,None,149000000,149000000,None,None,None,None,7000000,None,153000000,None,17000000,WDC
2019-12-31,USD,257000000,13000000,None,99000000,184000000,10000000,160000000,344000000,-160000000,50000000,126000000,-493000000,None,0,None,None,149000000,149000000,None,None,None,None,46000000,None,50000000,None,-139000000,WDC
2019-09-30,USD,253000000,159000000,None,431000000,248000000,10000000,145000000,243000000,5000000,-129000000,34000000,-492000000,None,0,None,None,147000000,147000000,None,None,None,None,26000000,None,-129000000,None,-276000000,WDC
2019-06-30,USD,169000000,76000000,None,-435000000,-175000000,1822000000,154000000,-18000000,-157000000,-381000000,-230000000,-172000000,None,0,0,None,146000000,146000000,None,None,0,None,52000000,None,-1804000000,2000000,-197000000,WDC
2019-03-31,USD,204000000,139000000,None,-172000000,-480000000,9000000,222000000,-493000000,13000000,-581000000,-317000000,-219000000,None,0,0,None,146000000,146000000,None,None,0,None,5000000,None,961000000,1000000,-581000000,WDC
2018-12-31,USD,469000000,77000000,None,65000000,-196000000,10000000,223000000,-504000000,308000000,-487000000,-466000000,-631000000,None,0,0,None,144000000,144000000,None,None,0,None,53000000,None,-633000000,-5000000,-487000000,WDC
2018-09-30,USD,705000000,139000000,None,-16000000,197000000,9000000,277000000,22000000,175000000,511000000,-259000000,-807000000,None,563000000,563000000,None,148000000,148000000,None,None,None,None,-555000000,None,-359000000,2000000,511000000,WDC
2018-06-30,USD,863000000,123000000,None,75000000,460000000,2069000000,192000000,186000000,274000000,843000000,-249000000,-563000000,None,436000000,436000000,None,150000000,150000000,None,None,2456000000,None,-362000000,None,181000000,-10000000,756000000,WDC
2018-03-31,USD,1027000000,46000000,None,83000000,348000000,185000000,227000000,-41000000,389000000,61000000,-399000000,-1946000000,None,155000000,155000000,None,148000000,148000000,None,None,8421000000,None,-108000000,None,-926000000,9000000,61000000,WDC
2017-12-31,USD,1182000000,5000000,None,-175000000,-70000000,13000000,256000000,-49000000,-21000000,-823000000,-629000000,-1167000000,None,0,0,None,148000000,148000000,None,None,2963000000,None,79000000,None,-614000000,0,-823000000,WDC
2017-09-30,USD,1133000000,144000000,None,38000000,104000000,10000000,160000000,148000000,-44000000,681000000,-378000000,-224000000,None,0,0,None,147000000,147000000,None,None,0,None,20000000,None,532000000,1000000,681000000,WDC
2017-06-30,USD,939000000,390000000,None,-12000000,85000000,2139000000,125000000,-2000000,87000000,652000000,-190000000,-49000000,None,0,0,None,146000000,146000000,None,None,0,None,112000000,None,678000000,2000000,280000000,WDC
2017-03-31,USD,998000000,229000000,None,259000000,118000000,17000000,123000000,-51000000,169000000,248000000,-130000000,-160000000,None,0,0,None,144000000,144000000,None,None,3916000000,None,33000000,None,712000000,4000000,248000000,WDC
2016-12-31,USD,1060000000,231000000,None,-3000000,-46000000,11000000,146000000,-22000000,-24000000,235000000,-114000000,-74000000,None,0,0,None,142000000,142000000,None,None,0,None,66000000,None,863000000,-9000000,235000000,WDC
2016-09-30,USD,440000000,111000000,None,248000000,534000000,247000000,184000000,562000000,-28000000,-366000000,-202000000,-4312000000,None,0,0,None,142000000,142000000,None,None,3992000000,None,24000000,None,-4074000000,0,-366000000,WDC
2016-06-30,USD,355000000,68000000,None,-148000000,-356000000,1190000000,151000000,-188000000,-168000000,-195000000,-9597000000,11505000000,None,0,613000000,None,117000000,None,None,None,17108000000,None,-560000000,None,2264000000,1000000,-366000000,WDC
2021-09-30,USD,677500000,407200000,None,410700000,399800000,365100000,310100000,95500000,69200000,324600000,-290500000,-639100000,-60000000,None,None,None,62600000,64000000,None,None,0,None,0,None,-252100000,None,323700000,WRK
2021-06-30,USD,750800000,38100000,None,264600000,153200000,369000000,202400000,76400000,50900000,251000000,-190300000,-356700000,-40000000,0,0,None,64700000,64000000,None,None,0,None,0,None,620000000,None,250100000,WRK
2021-03-31,USD,132200000,132700000,None,186700000,548000000,361400000,132300000,407200000,35600000,114400000,-54800000,-500000,-50000000,0,0,None,53500000,53200000,None,None,0,None,0,None,475800000,None,112500000,WRK
2020-12-31,USD,719400000,42000000,None,121900000,-79200000,364500000,170700000,-150200000,44300000,152500000,-140400000,-584100000,170000000,0,0,None,53000000,52600000,None,None,0,None,0,None,-5100000,None,152000000,WRK
2020-09-30,USD,731700000,197700000,None,219100000,47300000,365600000,117900000,51900000,-92500000,-1154500000,-96100000,-669000000,-364900000,0,0,None,52900000,51900000,None,None,0,None,0,None,-1154500000,None,-1156000000,WRK
2020-06-30,USD,740200000,99300000,None,-10800000,-165900000,365700000,244000000,-142800000,7500000,180000000,-236100000,-859200000,-349700000,0,0,None,52600000,51900000,None,None,0,None,0,None,545700000,None,178500000,WRK
2020-03-31,USD,167600000,205200000,None,-124100000,258000000,374500000,241400000,214300000,-20700000,148900000,-228400000,568400000,320600000,0,0,None,121100000,120700000,None,None,0,None,0,None,523400000,None,148100000,WRK
2019-12-31,USD,431200000,105100000,None,-67900000,8500000,381200000,374800000,-153900000,83900000,139500000,-360900000,-61300000,-45400000,0,0,None,120300000,120000000,None,None,0,None,0,None,9000000,None,138500000,WRK
2019-09-30,USD,910600000,162600000,None,22300000,-161000000,383100000,392300000,-179000000,71000000,312400000,-378900000,-559300000,-120100000,0,0,None,118100000,117200000,None,None,0,None,61500000,None,312400000,None,310800000,WRK
2019-06-30,USD,734600000,47000000,None,143700000,38100000,385300000,351400000,23400000,-28000000,253800000,-350100000,-365300000,-270400000,0,0,None,117600000,117000000,None,None,999700000,None,0,None,253800000,None,252600000,WRK
2019-03-31,USD,361900000,177900000,None,-25500000,165000000,383700000,303400000,52400000,-3900000,161900000,-277800000,-191800000,181000000,44400000,44400000,None,118200000,117600000,None,None,0,None,-44400000,None,161900000,None,160400000,WRK
2018-12-31,USD,303100000,25000000,None,-233700000,-88600000,359100000,322000000,-169700000,71400000,139800000,-3572800000,2896600000,595900000,44200000,44200000,None,118300000,116100000,None,None,1498500000,None,-44200000,None,-373100000,None,139100000,WRK
2018-09-30,USD,795600000,None,None,None,None,314300000,334400000,None,31300000,280000000,-271300000,-335900000,None,94300000,None,None,111200000,111200000,None,None,None,None,-94300000,None,280000000,None,279600000,WRK
2018-06-30,USD,661900000,None,None,None,None,315400000,238800000,None,-42200000,271300000,-102700000,-356900000,None,None,None,None,110300000,110300000,None,None,None,None,-100800000,None,None,None,268200000,WRK
2018-03-31,USD,228300000,None,None,None,None,316300000,212600000,None,9000000,224500000,-250500000,-16800000,None,None,None,None,109800000,109800000,None,None,None,None,None,None,None,None,223200000,WRK
2017-12-31,USD,245400000,None,None,None,None,306200000,214100000,None,74000000,1133500000,-190600000,-45500000,None,None,None,None,109600000,109600000,None,None,None,None,None,None,None,None,1135100000,WRK
2017-09-30,USD,494300000,None,None,None,None,1089900000,241800000,None,-16800000,195300000,-1285800000,-63800000,None,None,None,None,101600000,101600000,None,None,None,None,None,None,None,None,196100000,WRK
2017-06-30,USD,589100000,None,None,None,None,None,171500000,None,19300000,326600000,-928000000,-181900000,None,None,None,None,100500000,100500000,None,None,None,None,None,None,None,None,328100000,WRK
2017-03-31,USD,299700000,None,None,None,None,None,189200000,None,-5400000,98200000,-357000000,-219100000,None,None,None,None,100700000,100700000,None,None,None,None,-25000000,None,None,None,103100000,WRK
2016-12-31,USD,517400000,None,None,None,None,None,176100000,None,-45300000,78500000,-160500000,-190600000,None,None,None,None,100400000,100400000,None,None,None,None,-68000000,None,None,None,80900000,WRK
2021-09-30,USD,659000000,106000000,None,51000000,-181000000,118000000,7000000,-205000000,4000000,482000000,165000000,-155000000,0,0,0,None,127000000,127000000,None,None,0,None,-25000000,None,482000000,None,482000000,WY
